NO,NO. NOTA PENJUALAN,TANGGAL PENJUALAN,NAMA PENJUAL,NAMA PEMBELI,Ur Barang,Jumlah Satuan,Kd Satuan,Netto,Bruto,Fob Valuta,KODE VALUTA,NDPBM,FOB DALAM RUPIAH
2651,002690,7/17/2023,PT. SAIPEM INDONESIA,INTERTEK TESTING SERVICES (S) PTE LTD,"NEW, 2NR OF BOTTLE (1000ML) OIL/DIESEL FOR TEST ANALYSIS AS PER SAMPLE #NON COMMERCIAL VALUE",1.00,BX,2.00,2.00,10.00,USD,"15,053.00","150,530.00"
2652,002691,7/17/2023,PT. SAIPEM INDONESIA,ROLL SG PTE LTD,"NEW, ELECTRIC PUMP #NON COMMERCIAL VALUE",4.00,EA,"1,200.00","1,200.00","12,000.00",SGD,"11,142.98","133,715,760.00"
2653,002691,7/17/2023,PT. SAIPEM INDONESIA,ROLL SG PTE LTD,"NEW, STEEL BOX CONSISTING OF:, 13 UNIT 750TE COMPRESION LOAD CELL + LOAD CAP, 13 UNIT 2.4GHZ ACQUISITION MODULE - STRAIN, 1 UNIT T24-BSUE 2.4GHZ TELEMETRY, 1 UNIT T24-AR TELEMETRY ACTIVE REPEATER #NON COMMERCIAL VALUE",1.00,BX,"1,768.00","1,768.00","81,600.00",SGD,"11,142.98","909,267,168.00"
2654,002691,7/17/2023,PT. SAIPEM INDONESIA,ROLL SG PTE LTD,"""NEW, STEEL BOX CONSISTING OF:, 7 UNIT 750TE COMPRESION LOAD CELL + LOAD CAP, 7 UNIT 2.4GHZ ACQUISITION MODULE - STRAIN, 1 UNIT T24-BSUE 2.4GHZ TELEMETRY BASE STATION, 1 UNIT T24-AR TELEMETRY ACTIVE REPEATER, 1 UNIT 15"""" LAPTOP #NON COMMERCIAL VALUE""",1.00,BX,993.00,993.00,"44,417.80",SGD,"11,142.98","494,946,657.04"
2655,002691,7/17/2023,PT. SAIPEM INDONESIA,ROLL SG PTE LTD,"NEW, WOODEN BOX CONSISTING OF:, 1 UNIT OF 750TE LOAD CELL (FLAT TOP) C/W HANDLES & 5 M CABLE, 1 UNIT OF 200TE LOAD CELL (FLAT TOP) C/W HANDLES & 5 M CABLE, 1 UNIT OF TR150 INDICATOR C/W RS232, 3.1 MATERIAL CERTIFICATES REQURI #NON COMMERCIAL VALUE",1.00,BX,140.00,140.00,"7,071.00",SGD,"11,142.98","78,792,011.58"
2656,002691,7/17/2023,PT. SAIPEM INDONESIA,ROLL SG PTE LTD,"NEW, LOAD TESTING FRAME #NON COMMERCIAL VALUE",1.00,EA,"3,814.00","3,814.00","28,800.00",SGD,"11,142.98","320,917,824.00"
2657,002691,7/17/2023,PT. SAIPEM INDONESIA,ROLL SG PTE LTD,"USED, 500 TON DOUBLE ACTING CYLINDER #NON COMMERCIAL VALUE",5.00,EA,"1,825.00","1,825.00","36,900.00",SGD,"11,142.98","411,175,962.00"
2658,002691,7/17/2023,PT. SAIPEM INDONESIA,ROLL SG PTE LTD,"USED, 400 TON DOUBLE ACTING CYLINDER #NON COMMERCIAL VALUE",13.00,EA,"3,900.00","3,900.00","65,000.00",SGD,"11,142.98","724,293,700.00"
2659,002691,7/17/2023,PT. SAIPEM INDONESIA,ROLL SG PTE LTD,"NEW, STEEL BOX CONSISTING OF:, 8 UNIT HYDRAULIC HOSES (2M), 32 UNIT HYDRAULIC HOSES (6M), 32 UNIT HYDRAULIC HOSES (15M), 5 PACK OF SPILL KIT #NON COMMERCIAL VALUE",1.00,BX,800.00,800.00,"4,690.00",SGD,"11,142.98","52,260,576.20"
2660,002691,7/17/2023,PT. SAIPEM INDONESIA,ROLL SG PTE LTD,"NEW, STEEL BOX CONSISTING OF:, 5 UNIT HYDRAULIC MANIFOLD 1F4M (WITH MANUAL CHECK VALUE), 5 UNIT HYDRAULIC MANIFOLD 1M4F, 6 UNIT T-FITTING, 4 UNIT FLOW CONTROL SHUTOFF VALVE WITH GAUGE, 10 UNIT FEMALE COUPLER #NON COMMERCIAL VALUE",1.00,BX,250.00,250.00,"1,980.00",SGD,"11,142.98","22,063,100.40"
2661,002691,7/17/2023,PT. SAIPEM INDONESIA,ROLL SG PTE LTD,"USED, PALLET JACK #NON COMMERCIAL VALUE",1.00,EA,60.00,60.00,200.00,SGD,"11,142.98","2,228,596.00"
2662,002692,7/17/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, Dia: 48.3 mm - Thk: 3.68 mm TUBULAR Std.: - - Material: API 5L Grade B - NT #NON COMMERCIAL VALUE",23.00,PCE,"1,070.50","1,070.50","1,923.03",USD,"15,053.00","28,947,370.59"
2663,002692,7/17/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, 356 x 171 x 67 - PROFILE UB (BS) Material: ASTM A572 Grade 50 NT Trac No : QG-SH-15271 #NON COMMERCIAL VALUE",1.00,PCE,225.12,225.12,263.39,USD,"15,053.00","3,964,809.67"
2664,002692,7/17/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, 60 x 60 x 6 - PROFILE LI (EU) Material: EN 10025 S275JR NT #NON COMMERCIAL VALUE",4.00,PCE,130.08,130.08,624.40,USD,"15,053.00","9,399,093.20"
2665,002692,7/17/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, 200 x 75 x 23 - Profile PFC (BS) Material: ASTM A572 Grade 50 NT #NON COMMERCIAL VALUE",5.00,PCE,"1,380.60","1,380.60","8,559.70",USD,"15,053.00","128,849,164.10"
2666,002692,7/17/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, UB 152 x 89 Material: A572 GR 50 / S355J2 Cert.: Cert. 3.1 per EN10025 #NON COMMERCIAL VALUE",3.00,PCE,576.00,576.00,691.20,USD,"15,053.00","10,404,633.60"
2667,002692,7/17/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"""NEW, SEAMLESS PIPE 219.1MM X 12.7MM X 64.64KG/M X 6M ( 8"""" SCH 80 ) / API 5L X52 PSL2 #NON COMMERCIAL VALUE""",2.00,PCE,775.34,775.34,"3,008.22",USD,"15,053.00","45,282,735.66"
2668,002692,7/17/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, 75 x 75 x 10 - PROFILE LE (EU) Material: ASTM A572 Grade 50 NT #NON COMMERCIAL VALUE",6.00,PCE,799.20,799.20,"4,459.56",USD,"15,053.00","67,129,756.68"
2669,002692,7/17/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, 203 x 203 x 46 - PROFILE UC (BS) Material: ASTM A572 Grade 50 NT #NON COMMERCIAL VALUE",1.00,PCE,552.00,552.00,833.52,USD,"15,053.00","12,546,976.56"
2670,002692,7/17/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, 203 x 102 x 23 - PROFILE UB (BS) Material: ASTM A572 Grade 50 NT #NON COMMERCIAL VALUE",15.00,PCE,"4,071.00","4,071.00","5,088.75",USD,"15,053.00","76,600,953.75"
2671,002692,7/17/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, 305 x 127 x 42 - PROFILE UB (BS) Material: ASTM A572 Grade 50 NT  #NON COMMERCIAL VALUE",1.00,PCE,495.60,495.60,619.50,USD,"15,053.00","9,325,333.50"
2672,002692,7/17/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, 152 x 152 x 30 - PROFILE UC (BS) Material: ASTM A572 Grade 50 NT Trac No : QG-SH-12357 #NON COMMERCIAL VALUE",1.00,PCE,106.20,106.20,132.75,USD,"15,053.00","1,998,285.75"
2673,002692,7/17/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, Dia: 219.1 mm - Thk: 10.31 mm TUBULAR Std.: - - Material: API 5L Grade X52  #NON COMMERCIAL VALUE",1.00,PCE,215.42,215.42,688.28,USD,"15,053.00","10,360,678.84"
2674,002692,7/17/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, Dia: 48.3 mm - Thk: 3.68 mm TUBULAR Std.: - - Material: API 5L Grade B - NT #NON COMMERCIAL VALUE",23.00,PCE,"1,070.50","1,070.50","1,923.03",USD,"15,053.00","28,947,370.59"
2675,002692,7/17/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, 150 x 75 x 18 - Profile PFC (BS) Material: ASTM A572 Grade 50 NT #NON COMMERCIAL VALUE",23.00,PCE,"4,940.40","4,940.40","142,036.50",USD,"15,053.00","2,138,075,434.50"
2676,002692,7/17/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, 120 - PROFILE UPN (EU) Material: ASTM A572 Grade 50 NT #NON COMMERCIAL VALUE",1.00,PCE,159.60,159.60,154.81,USD,"15,053.00","2,330,354.93"
2677,002692,7/17/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, 260 - PROFILE UPN (EU) Material: ASTM A572 Grade 50 NT Trac No : QG-SH-15796 #NON COMMERCIAL VALUE",1.00,PCE,46.24,46.24,48.55,USD,"15,053.00","730,823.15"
2678,002692,7/17/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, 160 - PROFILE UPN (EU) Material: EN 10025 S355J2+M NT #NON COMMERCIAL VALUE",6.00,PCE,"1,360.80","1,360.80","14,533.32",USD,"15,053.00","218,770,065.96"
2679,002692,7/17/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, 100 x 50 x 10 - Profile PFC (BS) Material: EN 10025 S275JR NT  #NON COMMERCIAL VALUE",1.00,PCE,30.60,30.60,45.29,USD,"15,053.00","681,750.37"
2680,002694,7/17/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 3/16"" ( NEW )","2,624,000.00",KGM,"2,624,000.00","2,624,000.00","19,680.00",SGD,"11,142.98","219,293,846.40"
2681,002695,7/17/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 1/4""- 3/4""","4,390.00",TNE,"4,390,000.00","4,390,000.00","42,583.00",SGD,"11,142.98","474,501,517.34"
2682,002696,7/17/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 1/4""- 3/4""","3,722.00",TNE,"3,722,000.00","3,722,000.00","36,103.40",SGD,"11,142.98","402,299,464.13"
2683,002698,7/17/2023,PT. MIRASINDO PERDANA,Batu Ayer Granite Pte Ltd,"Batu Granit Ukuran 1/4""-3/4""","4,333.00",TNE,"4,333,000.00","4,333,000.00","38,997.00",SGD,"11,142.98","434,542,791.06"
2684,002699,7/17/2023,PT RIAUALAM ANUGERAH INDONESIA,"SAMWOH EXPLORATION PTE,LTD","GRANITE          5/8""    (NEW)","2,232,000.00",KGM,"2,232,000.00","2,232,000.00","21,204.00",SGD,"11,142.98","236,275,747.92"
2685,002699,7/17/2023,PT RIAUALAM ANUGERAH INDONESIA,"SAMWOH EXPLORATION PTE,LTD","GRANITE            3/15""  -  1  1/2""  (NEW)","2,297,000.00",KGM,"2,297,000.00","2,297,000.00","19,524.50",SGD,"11,142.98","217,561,113.01"
2686,002700,7/17/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 1/4"" - 3/4"" ( NEW )","3,699,000.00",KGM,"3,699,000.00","3,699,000.00","31,811.40",SGD,"11,142.98","354,473,793.97"
2687,002704,7/18/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 3/16""","3,509.00",TNE,"3,509,000.00","3,509,000.00","29,475.60",SGD,"11,142.98","328,446,021.29"
2688,002705,7/18/2023,PT PACIFIC GRANITAMA,TG Global Resources Pte Ltd,"Batu Granit Ukuran 3/15""- 1.1/2""","3,475.00",TNE,"3,475,000.00","3,475,000.00","22,587.50",SGD,"11,142.98","251,692,060.75"
2689,002706,7/18/2023,PT. BUKIT GRANIT MINING MANDIRI,INFINITE PROSPERITY PTE LTD,"GRANITE 3/16"" (NEW)","3,412.00",TNE,"3,412,000.00","3,412,000.00","26,272.40",SGD,"11,142.98","292,752,827.75"
2690,002707,7/18/2023,PT. BUKIT GRANIT MINING MANDIRI,INFINITE PROSPERITY PTE LTD,"GRANITE 3/16"" (NEW)","4,508.00",TNE,"4,508,000.00","4,508,000.00","34,711.60",SGD,"11,142.98","386,790,664.57"
2691,002708,7/18/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 1/4""- 3/4""","4,444.00",TNE,"4,444,000.00","4,444,000.00","43,106.80",SGD,"11,142.98","480,338,210.26"
2692,002714,7/18/2023,PT. OILTANKING KARIMUN QQ VITOL ASIA PTE LTD,PACIFIC ISLANDS ENERGY PRIVATE LTD,PREMIUM UNLEADED PETROL 95 (PULP95) 10PPMS,"35,241.86",BLL,"4,077,871.00","4,077,871.00","3,756,782.28",USD,"15,053.00","56,550,843,660.84"
2693,002715,7/18/2023,PT. OILTANKING KARIMUN QQ VITOL ASIA PTE LTD,PACIFIC ISLANDS ENERGY PRIVATE LTD,PREMIUM UNLEADED PETROL 95 (PULP95),"11,234.89",BLL,"1,300,000.00","1,300,000.00","1,197,639.27",USD,"15,053.00","18,028,063,931.31"
2694,002719,7/19/2023,PT. SAIPEM INDONESIA,AVERASIA (S) PTE LTD,"USED, BOOMLIFT, UNIT NO. : 714, MAKE / MODEL : GENIE S-125, SERIAL NO. : S12511-2907, COUNTRY OF ORIGIN : UNITED STATES, Y.O.M : 2011 #NON COMMERCIAL VALUE",1.00,NIU,"20,248.00","20,248.00","176,798.11",USD,"15,073.00","2,664,877,912.03"
2695,002719,7/19/2023,PT. SAIPEM INDONESIA,AVERASIA (S) PTE LTD,"USED, BOOMLIFT, UNIT NO. : 790, MAKE / MODEL : GENIE S-125, SERIAL NO. : S12507-1867, COUNTRY OF ORIGIN : UNITED STATES, Y.O.M : 2007 #NON COMMERCIAL VALUE",1.00,NIU,"20,248.00","20,248.00","176,798.11",USD,"15,073.00","2,664,877,912.03"
2696,002719,7/19/2023,PT. SAIPEM INDONESIA,AVERASIA (S) PTE LTD,"USED, BOOMLIFT, UNIT NO. : 175, MAKE / MODEL : GENIE Z-80/60, SERIAL NO. : Z8012-3718, COUNTRY OF ORIGIN : UNITED STATES, Y.O.M : 2012 #NON COMMERCIAL VALUE",1.00,NIU,"17,010.00","17,010.00","62,616.00",USD,"15,073.00","943,810,968.00"
2697,002719,7/19/2023,PT. SAIPEM INDONESIA,AVERASIA (S) PTE LTD,"USED, BOOMLIFT, UNIT NO. : 748R, MAKE / MODEL : GENIE S-125, SERIAL NO. : S12516D-1394, COUNTRY OF ORIGIN : CHINA, Y.O.M : 2015 #NON COMMERCIAL VALUE",1.00,NIU,"20,248.00","20,248.00","176,798.11",USD,"15,073.00","2,664,877,912.03"
2698,002719,7/19/2023,PT. SAIPEM INDONESIA,AVERASIA (S) PTE LTD,"USED, BOOMLIFT, UNIT NO. : SX125-25, MAKE / MODEL : GENIE SX-125 XC, SERIAL NO. : SX125D-2315, COUNTRY OF ORIGIN : CHINA, Y.O.M : 2022 #NON COMMERCIAL VALUE",1.00,NIU,"20,700.00","20,700.00","176,798.11",USD,"15,073.00","2,664,877,912.03"
2699,002719,7/19/2023,PT. SAIPEM INDONESIA,AVERASIA (S) PTE LTD,"USED, BOOMLIFT, UNIT NO. : S125-6, MAKE / MODEL : GENIE S-125, SERIAL NO. : S12512-3388, COUNTRY OF ORIGIN :UNITED STATES, Y.O.M : 2012 #NON COMMERCIAL VALUE",1.00,NIU,"20,248.00","20,248.00","176,798.11",USD,"15,073.00","2,664,877,912.03"
2700,002720,7/19/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, GRP SLIDING GATES HANDLES #NON COMMERCIAL VALUE",10.00,EA,30.00,30.00,"4,497.70",USD,"15,073.00","67,793,832.10"
2701,002720,7/19/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, TERMINATION, LOW VOLTAGE, U0/U=0.6/1KV, NOT ARMOURED, 18G1,5MM2, COPPER, HEAT SHRINK TERMINAL _HARTING  CODE 19400060511 - ELTRCCL111Z7CU01_131COUNTRY OF ORIGIN : UK, ETC#NON COMMERCIAL VALUE",1.00,PK,50.00,50.00,"16,949.10",USD,"15,073.00","255,473,784.30"
2702,002721,7/19/2023,PT. SAIPEM INDONESIA,YEOW HWA ENGINEERING PTE LTD,"NEW, THK:  55 MM STEEL PLATE MATERIAL: API 2W GRADE 50 CV2ZX - OFFCUT #NON COMMERCIAL VALUE",1.00,PCE,"8,527.06","8,527.06","7,034.82",USD,"15,073.00","106,035,841.86"
2703,002721,7/19/2023,PT. SAIPEM INDONESIA,YEOW HWA ENGINEERING PTE LTD,"NEW, THK:  45 MM STEEL PLATE MATERIAL: API 2W GRADE 50 CV2Z4 #NON COMMERCIAL VALUE",1.00,PCE,"12,717.00","12,717.00","7,630.20",USD,"15,073.00","115,010,004.60"
2704,002721,7/19/2023,PT. SAIPEM INDONESIA,YEOW HWA ENGINEERING PTE LTD,"NEW, THK: 50 MM STEEL PLATE MATERIAL: API 2W GRADE 50 CV2Z4 #NON COMMERCIAL VALUE",1.00,PCE,"14,130.00","14,130.00","8,478.00",USD,"15,073.00","127,788,894.00"
2705,002721,7/19/2023,PT. SAIPEM INDONESIA,YEOW HWA ENGINEERING PTE LTD,"NEW, THK:  55 MM STEEL PLATE MATERIAL: API 2W GRADE 50 CV2ZX #NON COMMERCIAL VALUE",1.00,PCE,"12,952.50","12,952.50","10,685.81",USD,"15,073.00","161,067,214.13"
2706,002722,7/19/2023,PT. SAIPEM INDONESIA,CHUNG AH ENGINEERING PTE LTD,"NEW, THK:  12 MM STEEL PLATE MATERIAL: API 2W GRADE 50 NT  #NON COMMERCIAL VALUE",1.00,PCE,"3,391.20","3,391.20","2,034.72",USD,"15,073.00","30,669,334.56"
2707,002722,7/19/2023,PT. SAIPEM INDONESIA,CHUNG AH ENGINEERING PTE LTD,"NEW, THK: 20 MM STEEL PLATE MATERIAL: API 2W GRADE 50 CV2Z4 CERT.: CERT. 3.2 #NON COMMERCIAL VALUE",1.00,PCE,"5,652.00","5,652.00","3,391.20",USD,"15,073.00","51,115,557.60"
2708,002722,7/19/2023,PT. SAIPEM INDONESIA,CHUNG AH ENGINEERING PTE LTD,"NEW, THK: 25 MM STEEL PLATE MATERIAL: API 2W GRADE 50 CV2Z4 CERT.: CERT. 3.2 #NON COMMERCIAL VALUE",2.00,PCE,"14,130.00","14,130.00","8,478.00",USD,"15,073.00","127,788,894.00"
2709,002722,7/19/2023,PT. SAIPEM INDONESIA,CHUNG AH ENGINEERING PTE LTD,"NEW, THK: 35 MM STEEL PLATE MATERIAL: API 2W GRADE 50 CV1 CERT.: CERT. 3.1 #NON COMMERCIAL VALUE",1.00,PCE,"5,473.00","5,473.00","5,062.53",USD,"15,073.00","76,307,514.69"
2710,002722,7/19/2023,PT. SAIPEM INDONESIA,CHUNG AH ENGINEERING PTE LTD,"NEW, THK:  35 MM STEEL PLATE MATERIAL: API 2W GRADE 50 CV1 - OFFCUT #NON COMMERCIAL VALUE",1.00,PCE,"6,403.60","6,403.60","5,282.97",USD,"15,073.00","79,630,206.81"
2711,002722,7/19/2023,PT. SAIPEM INDONESIA,CHUNG AH ENGINEERING PTE LTD,"NEW, THK:  40 MM STEEL PLATE MATERIAL: API 2W GRADE 50 CV2Z4 #NON COMMERCIAL VALUE",1.00,PCE,"11,304.00","11,304.00","9,325.80",USD,"15,073.00","140,567,783.40"
2712,002723,7/19/2023,PT. SAIPEM INDONESIA,MARITTIMO PTE LTD O/B PT. SAIPEM INDONESIA,"NEW, GATE LATCHES ASSEMBLY #NON COMMERCIAL VALUE",28.00,PCE,106.80,106.80,220.08,USD,"15,073.00","3,317,265.84"
2713,002724,7/19/2023,PT. SAIPEM INDONESIA,INTERTEK TESTING SERVICES (S) PTE LTD,"NEW, 2NR OF BOTTLE (1000ML) OIL/DIESEL FOR TEST ANALYSIS AS PER SAMPLE #NON COMMERCIAL VALUE",1.00,BX,2.00,2.00,10.00,USD,"15,073.00","150,730.00"
2714,002727,7/19/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 3/16"" ( NEW )","3,699,000.00",KGM,"3,699,000.00","3,699,000.00","27,742.50",SGD,"11,315.98","313,933,575.15"
2715,002728,7/19/2023,PT. BUKIT GRANIT MINING MANDIRI,INFINITE PROSPERITY PTE LTD,"GRANITE 1/4"" - 3/4""  (NEW)","4,355.00",TNE,"4,355,000.00","4,355,000.00","41,372.50",SGD,"11,315.98","468,170,382.55"
2716,002729,7/19/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 1/4"" - 3/4"" ( NEW )","4,608,000.00",KGM,"4,608,000.00","4,608,000.00","39,628.80",SGD,"11,315.98","448,438,708.22"
2717,002730,7/19/2023,PT. OILTANKING KARIMUN QQ VITOL ASIA PTE LTD,PACIFIC ISLANDS ENERGY PRIVATE LTD,PREMIUM UNLEADED PETROL 95 (PULP95),"25,926.67",BLL,"3,000,000.00","3,000,000.00","2,763,783.02",USD,"15,053.00","41,603,225,800.06"
2718,002731,7/19/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 1/4""-3/4""","4,478.00",TNE,"4,478,000.00","4,478,000.00","43,436.60",SGD,"11,315.98","491,527,696.87"
2719,002732,7/19/2023,PT. MIRASINDO PERDANA,Batu Ayer Granite Pte Ltd,"Batu Granit Ukuran 3/16""","3,409.00",TNE,"3,409,000.00","3,409,000.00","23,863.00",SGD,"11,315.98","270,033,230.74"
2720,002739,7/20/2023,PT. OILTANKING KARIMUN QQ VITOL ASIA PTE LTD,TO THE ORDER OF VITOL ASIA PTE LTD,METHYL TERTIARY BUTYL ETHER (MTBE),"25,410.36",BLL,"3,004,143.00","3,004,143.00","2,939,978.65",USD,"15,073.00","44,314,298,191.45"
2721,002743,7/20/2023,PT RIAUALAM ANUGERAH INDONESIA,"SAMWOH EXPLORATION PTE,LTD","GRANITE           1/4""  -  3/4""  (NEW)","4,310,000.00",KGM,"4,310,000.00","4,310,000.00","40,945.00",SGD,"11,315.98","463,332,801.10"
2722,002744,7/20/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 3/16"" ( NEW )","2,624,000.00",KGM,"2,624,000.00","2,624,000.00","19,680.00",SGD,"11,315.98","222,698,486.40"
2723,002745,7/20/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 1/4""- 3/4""","3,783.00",TNE,"3,783,000.00","3,783,000.00","36,695.10",SGD,"11,315.98","415,241,017.70"
2724,002746,7/20/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 1/4""- 3/4""","3,722.00",TNE,"3,722,000.00","3,722,000.00","36,103.40",SGD,"11,315.98","408,545,352.33"
2725,002754,7/21/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 3/16""","4,390.00",TNE,"4,390,000.00","4,390,000.00","36,876.00",SGD,"11,315.98","417,288,078.48"
2726,002759,7/21/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 1/4"" - 3/4""","4,444.00",TNE,"4,444,000.00","4,444,000.00","43,106.80",SGD,"11,315.98","487,795,686.66"
2727,002768,7/21/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 1/4"" - 3/4"" ( NEW )","4,608,000.00",KGM,"4,608,000.00","4,608,000.00","39,628.80",SGD,"11,315.98","448,438,708.22"
2728,002773,7/22/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 1/4"" - 3/4"" ( NEW )","4,608,000.00",KGM,"4,608,000.00","4,608,000.00","39,628.80",SGD,"11,315.98","448,438,708.22"
2729,002774,7/22/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 3/16"" ( NEW )","3,699,000.00",KGM,"3,699,000.00","3,699,000.00","27,742.50",SGD,"11,315.98","313,933,575.15"
2730,002775,7/22/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 3/16""","4,478.00",TNE,"4,478,000.00","4,478,000.00","37,615.20",SGD,"11,315.98","425,652,850.90"
2731,002776,7/22/2023,PT. BUKIT GRANIT MINING MANDIRI,INFINITE PROSPERITY PTE LTD,"GRANITE 1/4"" - 3/4"" (NEW)","4,508.00",TNE,"4,508,000.00","4,508,000.00","42,826.00",SGD,"11,315.98","484,618,159.48"
2732,002777,7/22/2023,PT. MIRASINDO PERDANA,Batu Ayer Granite Pte Ltd,"Batu Granit Ukuran 3/16""","3,409.00",TNE,"3,409,000.00","3,409,000.00","23,863.00",SGD,"11,315.98","270,033,230.74"
2733,002779,7/22/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 1/4""- 3/4""","3,783.00",TNE,"3,783,000.00","3,783,000.00","36,695.10",SGD,"11,315.98","415,241,017.70"
2734,002780,7/22/2023,PT PACIFIC GRANITAMA,TG Global Resources Pte Ltd,"Batu Granit Ukuran 3/15""- 1.1/2""","3,475.00",TNE,"3,475,000.00","3,475,000.00","22,587.50",SGD,"11,315.98","255,599,698.25"
2735,002781,7/23/2023,PT OILTANKING KARIMUN QQ EXXONMOBIL ASIA PACIFIC PTE. LTD.,"MARUBENI THAILAND CO., LTD.",CARBON BLACK FEED STOCK OIL,"8,599.55",TNE,"8,599,552.00","8,599,552.00","4,471,767.04",USD,"15,073.00","67,402,944,593.92"
2736,002784,7/23/2023,PT. BUKIT GRANIT MINING MANDIRI,INFINITE PROSPERITY PTE LTD,"GRANITE 1/4"" - 3/4"" (NEW)","3,412.00",TNE,"3,412,000.00","3,412,000.00","32,414.00",SGD,"11,315.98","366,796,175.72"
2737,002787,7/23/2023,PT BUKIT ALAM PERSADA,HL GRANITE RESOURCES PTE LTD,"BATU GRANIT UKURAN 3/16"" ( NEW )","2,624,000.00",KGM,"2,624,000.00","2,624,000.00","19,680.00",SGD,"11,315.98","222,698,486.40"
2738,002788,7/23/2023,PT. MIRASINDO PERDANA,Batu Ayer Granite Pte Ltd,"Batu Granit Ukuran 1/4""-3/4""","3,700.00",TNE,"3,700,000.00","3,700,000.00","33,300.00",SGD,"11,315.98","376,822,134.00"
2739,002790,7/23/2023,PT PACIFIC GRANITAMA,Pan-United Concrete Pte Ltd,"Batu Granit Ukuran 3/16""","4,444.00",TNE,"4,444,000.00","4,444,000.00","37,329.60",SGD,"11,315.98","422,421,007.01"
